"code_sect_activite","libelle_sect_activite","code_ss_sect_activite","libelle_ss_sect_activite","code_ogr_rome","code_rome","libelle_rome","principal"
"113","Logistique et transport","153","Transport","510","N2101","Steward / Hôtesse de l'air","non"
"113","Logistique et transport","153","Transport","511","N2102","Pilote de ligne","non"
"113","Logistique et transport","153","Transport","512","N2201","Agent / Agente d'escale","non"
"113","Logistique et transport","153","Transport","513","N2202","Contrôleur aérien / Contrôleuse aérienne","non"
"113","Logistique et transport","153","Transport","516","N2205","Chef / Cheffe d'escale","non"
"113","Logistique et transport","153","Transport","489039","N2206","Pilote de drone","non"
"113","Logistique et transport","153","Transport","489211","N2207","Agent / Agente d'accompagnement du transport","non"
"113","Logistique et transport","153","Transport","517","N3101","Capitaine de port","non"
"113","Logistique et transport","153","Transport","519","N3103","Matelot de la navigation fluviale","non"
"113","Logistique et transport","153","Transport","521","N3202","Responsable d'exploitation transport fluvial","non"
"113","Logistique et transport","153","Transport","523","N4101","Conducteur / Conductrice de poids lourd","non"
"113","Logistique et transport","153","Transport","524","N4102","Conducteur / Conductrice de transport de particuliers","non"
"113","Logistique et transport","153","Transport","525","N4103","Conducteur / Conductrice de bus","non"
"113","Logistique et transport","153","Transport","527","N4105","Chauffeur-livreur / Chauffeuse-livreuse","non"
"113","Logistique et transport","153","Transport","488577","N4106","Commis coursier / Commise coursière en douane","non"
"113","Logistique et transport","153","Transport","488583","N4107","Conducteur livreur / Conductrice livreuse de béton prêt à l'emploi","non"
"113","Logistique et transport","153","Transport","488591","N4108","Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite","non"
"113","Logistique et transport","153","Transport","488595","N4109","Conducteur / Conductrice de car","non"
"113","Logistique et transport","153","Transport","488611","N4111","Conducteur / Conductrice super poids lourd de l'armée","non"
"113","Logistique et transport","153","Transport","489201","N4112","Chauffeur / Chauffeuse VTC","non"
"113","Logistique et transport","153","Transport","488626","N4113","Conducteur routier international / Conductrice routière internationale","non"
"113","Logistique et transport","153","Transport","488732","N4114","Conducteur livreur avitailleur / Conductrice livreuse avitailleuse en carburant","non"
"113","Logistique et transport","153","Transport","488739","N4115","Conducteur / Conductrice de véhicules Super Lourds","non"
"113","Logistique et transport","153","Transport","488777","N4116","Conducteur / Conductrice de camion-benne","non"
"113","Logistique et transport","153","Transport","488857","N4118","Conducteur / Conductrice enlèvement de déchets","non"
"113","Logistique et transport","153","Transport","488874","N4119","Conducteur / Conductrice de tramway","non"
"113","Logistique et transport","153","Transport","488881","N4120","Chauffeur-livreur préparateur / Chauffeuse-livreuse préparatrice de commandes","non"
"113","Logistique et transport","153","Transport","488882","N4121","Aide-livreur / Aide-livreuse","non"
"113","Logistique et transport","153","Transport","488884","N4122","Conducteur convoyeur / Conductrice convoyeuse de véhicule","non"
"113","Logistique et transport","153","Transport","488931","N4123","Conducteur livreur installateur / Conductrice livreuse installatrice","non"
"113","Logistique et transport","153","Transport","489226","N4124","Conducteur / Conductrice de taxi moto","non"
"113","Logistique et transport","153","Transport","488935","N4125","Conducteur / Conductrice de transport animalier","non"
"113","Logistique et transport","153","Transport","489224","N4126","Chauffeur / Chauffeuse porte voitures","non"
"113","Logistique et transport","153","Transport","489032","N4127","Chauffeur accompagnateur / Chauffeuse accompagnatrice tourisme","non"
"113","Logistique et transport","153","Transport","489043","N4128","Conducteur / Conductrice de navette de moins de 9 personnes","non"
"113","Logistique et transport","153","Transport","489225","N4129","Conducteur / Conductrice de corbillard","non"
"113","Logistique et transport","153","Transport","489057","N4130","Conducteur / Conductrice de voiture radar à conduite externalisée","non"
"113","Logistique et transport","153","Transport","489161","N4131","Chauffeur / Chauffeuse de direction","non"
"113","Logistique et transport","153","Transport","489190","N4132","Agent commercial / Agente commerciale de conduite transport en commun","non"
"113","Logistique et transport","153","Transport","528","N4201","Responsable d'agence transport routier de marchandises","non"
"113","Logistique et transport","153","Transport","529","N4202","Responsable d'exploitation transport routier de personnes","non"
"113","Logistique et transport","153","Transport","530","N4203","Agent / Agente d'intervention technique d'exploitation des transports routiers de marchandises","non"
"113","Logistique et transport","153","Transport","531","N4204","Agent / Agente d'exploitation transport routier de personnes","non"
"113","Logistique et transport","153","Transport","532","N4301","Conducteur / Conductrice de train","non"
"113","Logistique et transport","153","Transport","533","N4302","Agent / Agente de contrôle","non"
"113","Logistique et transport","153","Transport","534","N4401","Aiguilleur / Aiguilleure du rail","non"
"113","Logistique et transport","153","Transport","536","N4403","Cheminot / Cheminote","non"
"113","Logistique et transport","","","489173","G1611","Steward / Hôtesse de train","oui"
"113","Logistique et transport","","","489180","K1722","Conducteur / Conductrice d'autorité de l'armée","oui"
"113","Logistique et transport","","","488934","K1723","Conducteur / Conductrice Véhicule Léger de l'armée","oui"
"113","Logistique et transport","","","476","M1603","Facteur / Factrice","oui"
"113","Logistique et transport","","","489012","M1615","Distributeur / Distributrice de prospectus et imprimés","oui"
"113","Logistique et transport","","","500","N1101","Cariste","oui"
"113","Logistique et transport","","","501","N1102","Déménageur / Déménageuse","oui"
"113","Logistique et transport","","","502","N1103","Préparateur / Préparatrice de commandes","oui"
"113","Logistique et transport","","","503","N1104","Pontier / Pontière","oui"
"113","Logistique et transport","","","504","N1105","Manutentionnaire","oui"
"113","Logistique et transport","","","488333","N1106","Agent / Agente de quai manutentionnaire","oui"
"113","Logistique et transport","","","488599","N1107","Chef / Cheffe d'équipe en déménagement","oui"
"113","Logistique et transport","","","488769","N1109","Éclusier-barragiste / Éclusière-barragiste","oui"
"113","Logistique et transport","","","488771","N1110","Magasinier / Magasinière","oui"
"113","Logistique et transport","","","488893","N1111","Conducteur / Conductrice de pont roulant","oui"
"113","Logistique et transport","","","488924","N1112","Chef cariste / Cheffe cariste","oui"
"113","Logistique et transport","","","489164","N1115","Opérateur / Opératrice logistique en entrepôt","oui"
"113","Logistique et transport","","","489168","N1116","Agent / Agente de quai réceptionnaire","oui"
"113","Logistique et transport","","","505","N1201","Affréteur / Affréteuse","oui"
"113","Logistique et transport","","","506","N1202","Employé / Employée de transit","oui"
"113","Logistique et transport","","","488586","N1203","Technicien / Technicienne gestion douanière","oui"
"113","Logistique et transport","","","488601","N1204","Coordinateur / Coordinatrice transit -import/export-","oui"
"113","Logistique et transport","","","488741","N1205","Responsable de service transit","oui"
"113","Logistique et transport","","","488863","N1206","Courtier / Courtière affrètement maritime","oui"
"113","Logistique et transport","","","489175","N1207","Chef / Cheffe de groupe affrètement","oui"
"113","Logistique et transport","","","507","N1301","Responsable logistique","oui"
"113","Logistique et transport","","","508","N1302","Responsable entrepôt logistique","oui"
"113","Logistique et transport","","","509","N1303","Approvisionneur / Approvisionneuse logistique","oui"
"113","Logistique et transport","","","488588","N1304","Directeur / Directrice logistique","oui"
