"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"126434","Agent de sûreté aéroportuaire","Certifications et habilitations","Certifications","","N"
"126440","Techniques de typogravure","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"126452","Permis de conduire catégorie BE","Certifications et habilitations","Certifications","","N"
"126453","Permis de conduire catégorie C1","Certifications et habilitations","Certifications","","N"
"126454","Permis de conduire catégorie C1E","Certifications et habilitations","Certifications","","N"
"126455","Permis de conduire catégorie CE","Certifications et habilitations","Certifications","","N"
"126456","Permis de conduire catégorie D1","Certifications et habilitations","Certifications","","N"
"126457","Permis de conduire catégorie D1E","Certifications et habilitations","Certifications","","N"
"126458","Permis de conduire catégorie DE","Certifications et habilitations","Certifications","","N"
"126464","Exploration du champ visuel (périmétrie, campimétrie, ...)","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"126466","Post-synchronisation","Normes et procédés","Méthodes, procédés, procédures","","N"
"126469","Techniques de recherche d'emploi","Techniques professionnelles","Autres techniques professionnelles","","N"
"126474","Opérateur en télésurveillance","Certifications et habilitations","Certifications","","N"
"126477","Pratique du triathlon","Domaines d'expertise","Sports","","N"
"126480","Chaîne de création d'un film d'animation","Domaines d'expertise","Arts et culture","","N"
"126483","Techniques cinématographiques (cadrage, mouvements de caméra, ...)","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"126487","Logiciel d'éclairage","Domaines d'expertise","Logiciels, progiciels","","O"
"126488","Techniques de Layout décor","Techniques professionnelles","Autres techniques professionnelles","","N"
"126489","Techniques de capture de mouvement","Domaines d'expertise","Logiciels, progiciels","","O"
"126497","Opérations de compositing par suppression de fond vert (keying)","Domaines d'expertise","Expertises techniques","","O"
"126498","Opérations de compositing par stabilisation d'éléments filmés (traking)","Domaines d'expertise","Expertises techniques","","N"
"126499","Opérations de compositing par étalonnage des couleurs et lumières","Domaines d'expertise","Expertises sensorielles","","N"
"126500","Opérations de compositing par gestion de passes de rendu 3D","Domaines d'expertise","Expertises techniques","","N"
"126501","Opérations de compositing par création d'arrière-plans par combinaison de plusieurs éléments (matte painting)","Domaines d'expertise","Expertises techniques","","N"
"126502","Opérations de compositing par intégration des effets spéciaux","Domaines d'expertise","Expertises techniques","","N"
"126503","Outils de traitement ou d'intégration d'effets spéciaux VFX - Visual effects","Domaines d'expertise","Logiciels, progiciels","","O"
"126504","TVPaint","Domaines d'expertise","Logiciels, progiciels","","O"
"126507","Production et postproduction d'un film d'animation","Domaines d'expertise","Arts et culture","","N"
"126509","CACES R408 échafaudages de pied","Certifications et habilitations","Habilitations","","N"
"126510","CACES R457 échafaudages roulants","Certifications et habilitations","Habilitations","","N"
"126515","Cor","Produits, outils et matières","Instruments de musique","","N"
"126516","Théâtre expérimental (improvisation, outrapo, ...)","Domaines d'expertise","Arts et culture","","N"
"126524","Cuisine des spécialités régionales françaises","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"126527","Mécanique, travail des matériaux","Domaines d'expertise","Expertises techniques","","N"
"126540","FlexiSign","Domaines d'expertise","Logiciels, progiciels","","O"
"126541","SolidWorks","Domaines d'expertise","Logiciels, progiciels","","O"
"126542","RIP d'impression","Domaines d'expertise","Logiciels, progiciels","","O"
"140908","Bonnes pratiques de dispensation de l'oxygène - BPDO","Normes et procédés","Méthodes, procédés, procédures","","N"
"140911","Méthodes d'industrialisation","Normes et procédés","Méthodes, procédés, procédures","","N"
"140912","Techniques de maçonnerie paysagère","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"140916","Habilitation Socle Commun Nucléaire niveau 1 (SCN1)","Certifications et habilitations","Habilitations","","N"
"140917","Habilitation Socle Commun Nucléaire niveau 2 (SCN2)","Certifications et habilitations","Habilitations","","N"
"140918","Habilitation Radioprotection niveau 1 (RP1)","Certifications et habilitations","Habilitations","","N"
"140919","Habilitation Radioprotection niveau 2 (RP2)","Certifications et habilitations","Habilitations","","N"
"140920","Habilitation Complément Sûreté Qualité (CSQ)","Certifications et habilitations","Habilitations","","N"
"140922","Antivols, alarmes","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"140923","Carénages","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"140939","Documentation du Délégué à la protection des données","Normes et procédés","Documentations, cartes et plans","","N"
"140958","Systèmes d'Aide à l'Exploitation et à l'Information Voyageurs - SAEIV","Domaines d'expertise","Logiciels, progiciels","","O"
"140977","Principes de l'éco-conduite","Normes et procédés","Méthodes, procédés, procédures","","N"
"200035","Matériovigilance","Normes et procédés","Méthodes, procédés, procédures","","N"
"200036","Méthodologie SAFe","Normes et procédés","Méthodes, procédés, procédures","","N"
"200037","Animation d'instances agiles (mêlée, démonstration, rétrospective, …)","Normes et procédés","Méthodes, procédés, procédures","","N"
"200038","Engin de chantier (CACES R 482) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200039","Engins compacts (CACES R 482-A) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200040","Engins d'extraction à déplacement séquentiel (CACES R 482-B1) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200041","Engins de sondage ou de forage à déplacement séquentiel (CACES R 482-B2) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200042","Engins rail-route à déplacement séquentiel (CACES R482-B3) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200043","Engins de chargement à déplacement alternatif (CACES R 482-C1) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200044","Engins de réglage à déplacement alternatif (CACES R 482-C2) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200045","Engins de nivellement à déplacement alternatif (CACES R 482-C3) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200046","Engins de compactage (CACES R 482-D) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200047","Engins de transport (CACES R 482-E) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200048","CACES R482 catégorie F - Engins de chantier","Certifications et habilitations","Habilitations","","N"
"200049","Conduite hors-production des engins de chantier des catégories A à F (CACES R 482-G) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200050","Grues mobiles (CACES R 483) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200051","Grues mobiles à flèche treillis (CACES R 483-A) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200052","Grues mobiles à flèche télescopique (CACES R 483-B) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200053","CACES R484 catégorie 1 - Pont roulant et portique","Certifications et habilitations","Habilitations","","N"
"200054","Ponts roulants et portiques à commande au sol (CACES R 484-1) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200055","Ponts roulants et portiques à commande en cabine (CACES R 484-2) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200056","Gerbeurs à conducteur accompagnant (CACES R 485) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200057","Gerbeurs à conducteur accompagnant (1,20 m < h < ou = à 2,50 m) (CACES R 485-1) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200058","Gerbeurs à conducteur accompagnant (h > 2,50 m) (CACES R 485-2) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200059","Plates-formes élévatrices mobiles de personnel (CACES R 486) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
"200060","PEMP du groupe A (CACES R 486-A) - Depuis le 01/01/2020","Certifications et habilitations","Habilitations","","N"
