"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403075","F1109","Assistant / Assistante géomètre"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403079","F1110","Dessinateur / Dessinatrice enveloppe du bâtiment"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403089","F1111","Ingénieur / Ingénieure génie civil"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403090","F1112","Ingénieur / Ingénieure calcul et structure"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","404537","F1113","Chargé / Chargée d'affaires en rénovation énergétique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","404538","F1114","Conseiller / Conseillère en rénovation énergétique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488590","F1117","Ingénieur / Ingénieure d'étude CVC"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488623","F1120","Économiste de la construction"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488637","F1121","Architecte du patrimoine national"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488897","F1124","Hydrologue"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","489011","F1125","BIM Manager"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","489182","F1126","Collaborateur / Collaboratrice d'architecte"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","150","F1201","Conducteur / Conductrice de travaux"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","403076","F1205","Responsable de travaux BTP"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","213","H1202","Dessinateur / Dessinatrice en électricité-électronique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","215","H1204","Designer industriel / Designeuse industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","222","H1301","Inspecteur / Inspectrice de conformité"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488285","H1304","Responsable environnement-hygiène-sécurité en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","229","H1501","Ingénieur / Ingénieure d'analyse industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","230","H1502","Responsable qualité en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","231","H1503","Technicien / Technicienne de laboratoire en industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","232","H1504","Contrôleur / Contrôleuse technique en électricité-électronique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","233","H1505","Nez"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","234","H1506","Contrôleur / Contrôleuse technique en métallurgie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488278","H1508","Assureur / Assureuse qualité industrie"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","311","I1302","Technicien / Technicienne de maintenance d'installations automatisées"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488605","I1313","Hydraulicien industriel / Hydraulicienne industrielle"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","324","I1503","Technicien / Technicienne en risques technologiques"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","488791","I1617","Contrôleur / Contrôleuse technique de véhicules"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","420","K2301","Agent / Agente d'assainissement"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","489020","N1305","Ingénieur / Ingénieure logistique"
"71","Activites d'architecture et d'ingenierie, activites de controle et analyses techniques","489039","N2206","Pilote de drone"
"72","Recherche-developpement scientifique","9","A1203","Agent / Agente d'entretien des espaces verts"
"72","Recherche-developpement scientifique","489042","A1211","Chef / Cheffe d'équipe paysagiste"
"72","Recherche-developpement scientifique","14","A1303","Ingénieur / Ingénieure agronome"
"72","Recherche-developpement scientifique","488346","A1423","¼nologue"
"72","Recherche-developpement scientifique","488709","A1424","Pisciculteur / Piscicultrice"
"72","Recherche-developpement scientifique","488776","A1427","Goémonier / Goémonière"
"72","Recherche-developpement scientifique","488903","A1428","Algoculteur / Algocultrice"
"72","Recherche-developpement scientifique","488914","A1429","Apiculteur / Apicultrice"
"72","Recherche-developpement scientifique","489025","A1430","Ouvrier / Ouvrière aquacole"
"72","Recherche-developpement scientifique","489063","A1431","Ouvrier / Ouvrière piscicole"
"72","Recherche-developpement scientifique","488328","A1505","Animalier / Animalière de laboratoire"
"72","Recherche-developpement scientifique","48","B1701","Taxidermiste"
"72","Recherche-developpement scientifique","106","D1405","Conseiller / Conseillère en information médicale"
"72","Recherche-developpement scientifique","488290","D1412","Délégué médical hospitalier / Déléguée médicale hospitalière"
"72","Recherche-developpement scientifique","488578","F1115","Vulcanologue"
"72","Recherche-developpement scientifique","488615","F1118","Sismologue"
"72","Recherche-developpement scientifique","488621","F1119","Pédologue"
"72","Recherche-developpement scientifique","488623","F1120","Économiste de la construction"
"72","Recherche-developpement scientifique","489200","F1123","Glaciologue"
"72","Recherche-developpement scientifique","488897","F1124","Hydrologue"
"72","Recherche-developpement scientifique","489182","F1126","Collaborateur / Collaboratrice d'architecte"
"72","Recherche-developpement scientifique","154","F1301","Grutier / Grutière"
"72","Recherche-developpement scientifique","488912","F1622","Monteur / Monteuse en éclairage public"
"72","Recherche-developpement scientifique","488860","G1230","Guide de tourisme équestre"
"72","Recherche-developpement scientifique","488600","G1407","Économe en hôtellerie-restauration"
"72","Recherche-developpement scientifique","210","H1101","Ingénieur / Ingénieure support technique"
"72","Recherche-developpement scientifique","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"72","Recherche-developpement scientifique","221","H1210","Technicien / Technicienne R&D"
"72","Recherche-developpement scientifique","404541","H1211","Attaché / Attachée de recherche clinique (ARC)"
"72","Recherche-developpement scientifique","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"72","Recherche-developpement scientifique","488291","H1213","Responsable du développement clinique"
"72","Recherche-developpement scientifique","488299","H1214","Agent / Agente de laboratoire de recherche industrielle"
"72","Recherche-developpement scientifique","488303","H1215","Bioinformaticien / Bioinformaticienne en études, recherche et développement"
"72","Recherche-developpement scientifique","488308","H1216","Responsable des études épidémiologiques"
"72","Recherche-developpement scientifique","488313","H1217","Technicien / Technicienne formulation"
"72","Recherche-developpement scientifique","488316","H1218","Responsable de projet recherche et développement"
"72","Recherche-developpement scientifique","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques"
"72","Recherche-developpement scientifique","488335","H1221","Responsable des partenariats de recherche"
