"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"K1403","4","acces_metier","3","L''accès à Le métier de directeur de structure pénitentiaire (centre de détention, ...) s''effectue sur concours. Une formation complémentaire est dispensée par l''Ecole Nationale de l''Administration Pénitentiaire."
"K1404","3","definition","1","Met en oeuvre l''action des pouvoirs publics au niveau du territoire (commune, département, région, Union Européenne, ...) et dans un ou des domaines de compétences spécifiques (développement économique, emploi et insertion, aménagement du territoire, ...)."
"K1404","3","definition","2","Ces actions seront définies selon les directives et les orientations des pouvoirs publics (Gouvernement, assemblées délibérantes, ...) et en fonction du contexte et des stratégies locales."
"K1404","3","definition","3","Peut superviser/organiser un ou plusieurs services d''une collectivité territoriale (commune, conseil général, conseil régional, ...), d''une administration déconcentrée (direction départementale, direction régionale, direction déléguée, ...)."
"K1404","3","definition","4","Peut intervenir dans le cadre de projet ou de mission ponctuels."
"K1404","4","acces_metier","1","Ce métier est accessible sur concours de la fonction publique (Catégorie A) ou avec un Master (M1, Master professionnel, diplôme de grandes écoles, ...), dans les secteurs du droit public, des sciences économiques, de la gestion ou dans un secteur en lien avec la nature des interventions (développement local, économie, sociologie, ...)."
"K1404","4","acces_metier","2","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K1405","3","definition","1","Assure la représentation de l''Etat français dans une circonscription (département, région, ...) ou sur un territoire (pays étranger). Est garant de l''application et du respect des règles/lois fixées par le Gouvernement et intervient au nom de l''Etat dans toute situation où la présence de l''Etat le nécessite (crise politique, catastrophe naturelle, fermeture d''un site industriel, ...)."
"K1405","3","definition","2","Peut intervenir dans des domaines ou dans des contextes spécifiques (domaine économique, gestion de fonds européens, coordination de l''action de l''Etat en mer, ...), en fonction des particularités des pays, des régions, des départements, ..."
"K1405","4","acces_metier","1","Ce métier est accessible sur concours de la fonction publique d''Etat (Catégorie A) avec un Master (Master professionnel, diplôme de grandes écoles, ...), dans les secteurs du droit public, des sciences économiques, des sciences politiques."
"K1405","4","acces_metier","2","L''accès se fait par nomination en Conseil des Ministres."
"K1405","4","acces_metier","3","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K1406","3","definition","1","Met en oeuvre, sous les directives des élues et élus, les politiques déclinées par l''équipe municipale."
"K1406","3","definition","2","Organise les services de la commune, élabore le budget et gère les ressources humaines."
"K1406","3","definition","3","Peut intervenir dans des domaines de compétences spécifiques : urbanisme, état civil, aide sociale, élections."
"K1406","3","definition","4","Peut superviser ou organiser un ou plusieurs services d''une collectivité territoriale."
"K1406","3","definition","5","Gère et suit des dossiers spécifiques en direction du public (garderie, bibliothèque, cantine, transports scolaires, ...)"
"K1406","3","definition","6","Elabore des documents administratifs et budgétaires."
"K1406","4","acces_metier","1","Ce métier est accessible sur concours de la fonction publique territoriale ou par voie contractuelle."
"K1406","4","acces_metier","2","Une formation supérieure dans les domaines du droit public, des sciences économiques ou dans un secteur en lien avec la nature des interventions est requise."
"K1406","4","acces_metier","3","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K1407","3","definition","1","Le Directeur d''établissement médicosocial orchestre la gestion et le bon fonctionnement des structures dédiées à la santé des personnes nécessitant des soins spécifiques."
"K1407","3","definition","2","Elabore le projet de l''ensemble des structures et services, et est garant de sa mise en œuvre"
"K1407","3","definition","3","Définit le budget et les ressources de la structure pour optimiser son fonctionnement"
"K1407","3","definition","4","Développe des partenariats et des réseaux avec d''autres institutions pour améliorer l''offre de services"
"K1407","3","definition","5","Anime le dialogue social au sein de la structure"
"K1407","3","definition","6","Définit et supervise la gestion administrative, financière, matérielle et humaine de l''établissement"
"K1407","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau bac+5. Celui-ci peut être complété par un Certificat d''aptitude aux fonctions de directeur d''établissement ou de service d''intervention sociale (CAFDES)."
"K1408","3","definition","1","Le Responsable de secteur d''aide à domicile coordonne et optimise les services d''assistance pour améliorer la qualité de vie des bénéficiaires."
"K1408","3","definition","2","Assure la gestion administrative et le suivi des dossiers"
"K1408","3","definition","3","Développe et maintient des relations avec les partenaires locaux et les institutions"
"K1408","3","definition","4","Contrôle et évalue les prestations fournies au regard des besoins des bénéficiaires pour maintenir une qualité de service de haut niveau"
"K1408","3","definition","5","Encadre les équipes d''aides à domicile et supervise leurs interventions"
"K1408","3","definition","6","Participe à l''élaboration des projets de service et à l''amélioration continue des processus"
"K1408","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Etat d''assistant de service social ou un Diplôme d''Etat de conseiller en économie sociale familiale (Bac +3)."
"K1409","3","definition","1","Le Responsable de structure d''accueil sanitaire et sociale orchestre les services pour garantir un soutien optimal aux individus dans le besoin."
"K1409","3","definition","2","Participe à l''élaboration du projet de la structure en lien avec son statut juridique"
"K1409","3","definition","3","Gère le budget et les ressources de la structure pour optimiser son fonctionnement"
"K1409","3","definition","4","S''inscrit pleinement dans le réseau d''acteurs dans lequel il évolue"
"K1409","3","definition","5","Assure la gestion administrative, financière, matérielle et humaine de l''établissement"
"K1409","4","acces_metier","1","Cet emploi est accessible avec un Diplôme d''Etat d''assistant de service social ou d''éducateur spécialisé. Celui-ci peut éventuellement être complété par un Certificat de Qualification Professionnelle (CQP) de responsable de structure d''accueil social."
"K1410","3","definition","1","Le Directeur régional des services pénitentiaires joue un rôle crucial dans la gestion et la supervision des établissements pénitentiaires de sa région."
"K1410","3","definition","2","Supervise et coordonne les activités des établissements pénitentiaires dans sa région"
"K1410","3","definition","3","Assure le respect des normes légales et éthiques au sein des établissements"
"K1410","3","definition","4","Gère les ressources humaines, financières et matérielles des services pénitentiaires"
"K1410","3","definition","5","Développe des stratégies pour améliorer la réinsertion sociale des détenus"
"K1410","3","definition","6","Maintient la sécurité et l''ordre dans les établissements sous sa responsabilité"
"K1410","3","definition","7","Collabore avec les autorités judiciaires et autres organismes gouvernementaux"
"K1410","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+3 complété d''une formation obligatoire de deux ans à l''École Nationale d’Administration Pénitentiaire (ENAP), dont l''accès se fait par concours."
"K1501","3","definition","1","Etablit les différentes impositions (taxe d''habitation, impôts sur le revenu ou sur les sociétés, recensement du patrimoine foncier, ...) et procède à la collecte des recettes publiques, selon les règles de finances publiques."
"K1501","3","definition","2","Tient la comptabilité de l''Etat et des collectivités locales. Peut effectuer le contrôle et le paiement de dépenses de l''Etat ou réaliser des activités en lien avec la publicité foncière."
"K1501","4","acces_metier","1","Ce métier est accessible sur concours du Ministère de l''Economie, des Finances et de l''Industrie avec le Brevet des collèges."
"K1501","4","acces_metier","2","Un casier judiciaire exempt de toute mention contradictoire est obligatoire."
"K1502","3","definition","1","Contrôle l''application des dispositions réglementaires définies par les pouvoirs publics en matière de santé publique, d''action sociale, et de protection des droits des salariés (accords collectifs, conditions de travail, contrats de travail, horaires, rémunérations, ...). Apporte un appui aux entreprises, usagers (informations sur leurs droits, évolutions de la législation, ...), selon les réglementations sociales."
